mass_1 mass_2 luminosity_distance dec ra psi phase theta_jn geocent_time
38.63385 48.68551 1413.614 -0.5983497 1.3480529370934207 5.268703 1.556074 0.2111253 1126603219
57.93808 20.54964 1694.633 -0.8759992 1.5324579119549568 1.430032 5.297203 1.101547 1126605236
10.59843 53.93892 2079.332 -0.4255756 2.835319431171051 2.619506 0.6977742 0.8013729 1126607241
57.87519 3.453497 2439.507 -0.2043748 4.591797308304926 4.232341 3.920605 0.1768573 1126609233
12.30882 22.21899 2223.677 -1.050467 3.1846533756104733 0.9802161 0.06802156 2.071306 1126611236
33.52486 28.13531 2087.194 0.5330447 4.9868691297668235 6.123024 4.957891 1.141953 1126613231
12.84297 51.92723 2294.477 0.7299979 5.100014391871632 3.779376 6.20032 1.405295 1126615220
26.29087 13.07721 1794.902 1.049167 1.4532746042646352 3.58337 3.25684 1.278227 1126617227
58.61107 7.331973 1924.498 0.764214 1.2593791218646686 1.120248 0.9932449 1.204656 1126619238
62.14378 52.578 1988.445 1.040401 3.0121192469448985 0.5789582 4.912495 2.500823 1126621220
46.41951 10.53503 2182.436 -0.6340809 1.996372825579357 2.590605 3.683247 1.230826 1126623227
14.0273 28.79292 1940.07 0.4069138 4.560059571616698 2.270677 5.062564 1.424239 1126625225
56.59494 25.35099 2099.854 -0.3024551 4.79070981921523 5.485578 2.943259 2.274921 1126627237
32.40639 5.298549 2481.369 0.7445375 3.451854420047134 3.112593 4.889521 0.3101625 1126629217
55.35928 51.34787 2253.625 0.05545693 4.449511091464778 4.014021 2.582894 2.095326 1126631218
15.5498 33.68289 2140.26 -0.6041707 3.1135056948622193 1.649359 2.836795 2.281372 1126633220
8.021967 43.02953 2082.977 0.9232063 6.022623643649972 3.393052 0.2482802 1.359161 1126635230
17.88145 7.043079 1235.161 -0.6987088 5.899963458075767 1.852949 4.157249 1.601369 1126637224
18.67364 19.06445 1995.265 -0.3989111 5.265873340023795 6.038273 5.524743 1.23819 1126639229
10.35498 39.46929 1583.414 0.6644999 0.049329732905363244 0.7972092 3.50004 2.512408 1126641239
52.03715 18.90771 1531.974 -0.7352517 3.3509324430310983 6.208006 2.318683 1.9472 1126643236
55.12268 50.69501 2482.534 -0.2341649 3.976861887953241 6.228367 5.791308 2.135032 1126645220
18.26084 18.45992 2142.766 -1.230113 1.0060345978968428 0.5837706 4.475361 0.5829961 1126647239
44.11867 26.26705 2152.884 -0.523497 2.0382107647715486 4.558669 5.619006 0.6885298 1126649228
18.23706 52.17871 862.1696 0.8779899 4.52118251340999 3.288602 4.876101 0.7975635 1126651237
28.30391 16.98478 1806.454 -1.196808 1.881495919002674 3.284357 2.411111 1.042712 1126653233
48.56749 25.61664 2275.389 0.2653329 2.385375446680456 3.80953 6.104024 1.701444 1126655220
62.7887 44.93364 2392.149 -0.7222755 0.5142252585906419 1.028806 0.5078588 1.676136 1126657225
36.82915 10.9934 2076.83 -0.1505704 4.635788684402115 1.128166 3.789895 3.05766 1126659239
40.16148 7.4977 1679.652 -0.4609921 4.982994871686792 4.769732 2.845844 1.949897 1126661241
34.20278 22.11671 2464.238 1.472779 3.1072234361313633 1.070231 0.3777793 1.149713 1126663221
21.35969 40.64528 1698.295 -0.8871359 6.023353238306122 4.972232 0.2250762 1.797024 1126665239
24.37954 8.550613 2077.811 0.7934649 1.0022961064792355 5.458743 2.304397 0.961493 1126667222
42.2669 43.05501 2293.408 1.224049 1.4274377875522362 5.228909 3.717412 0.511506 1126669219
36.70411 28.92959 1557.732 0.1253133 4.587270396030846 4.822599 0.7916671 2.623715 1126671229
43.63853 40.65884 469.6475 0.4748098 3.2648964746154263 5.559455 1.481706 0.6481003 1126673217
16.20317 24.21351 1929.963 -1.254576 4.641766551311349 2.564909 2.377283 1.215418 1126675233
40.62008 13.38535 814.7954 -1.172957 5.1357356868361705 4.889574 6.136769 1.118188 1126677235
46.70291 30.29387 2440.091 0.5424927 0.031830916236259554 2.868552 0.609169 1.745314 1126679236
50.66622 5.274567 2215.784 0.161165 4.163656323839433 6.248884 5.038973 1.527914 1126681224
19.78974 39.61361 2447.146 0.434603 2.6914427217675723 3.913256 1.007975 2.209647 1126683220
52.76735 53.13034 1814.519 0.2737481 2.2886491020440474 1.434318 5.77379 2.598696 1126685233
60.54834 3.854403 1477.813 -0.7259498 3.4225193759744172 3.380518 0.9743072 1.249335 1126687222
49.65253 54.76271 2484.346 0.6621559 1.1144550275171525 1.698802 0.01007379 0.4577301 1126689224
55.76687 18.28238 2448.749 -0.343323 5.923599250262242 2.759423 4.500041 1.273316 1126691220
28.06256 13.48026 2111.113 -0.08691221 5.126265193056071 4.59071 3.954443 2.077621 1126693223
31.60023 28.14452 1991.646 0.1348066 4.327068406415975 3.668207 6.214925 2.110653 1126695225
21.02002 42.82456 2003.734 -0.1843947 1.6066744005043176 2.862028 4.856297 1.893145 1126697218
10.1183 19.9066 2425.892 0.2464316 3.262308024259738 0.672759 1.197404 2.395371 1126699237
50.99354 47.14538 2087.872 -0.6198814 1.4256706417229523 3.542111 0.55152 2.792641 1126701232
18.69886 39.66734 2343.458 1.100671 2.934525132758182 2.764931 1.496505 2.048221 1126703231
7.365375 17.49144 1759.713 -0.2288889 5.3821001585424995 1.142277 3.29099 1.166169 1126705233
38.80226 37.57778 1235.359 0.4929184 0.4280436667916163 1.290899 4.802541 1.580174 1126707231
32.24817 22.50943 2380.365 1.408835 5.826432084545132 6.005013 3.781974 2.678868 1126709232
19.72964 43.00775 1290.034 1.042617 1.800819565252148 0.1657742 2.538339 2.487407 1126711235
20.8896 28.96004 1499.676 0.9737203 2.874605245463073 2.881875 4.201887 2.439695 1126713233
27.63863 39.74068 2492.93 -0.002957706 1.8582019809266583 0.7515408 1.641555 1.2762 1126715240
22.31636 35.94836 1890.333 1.179856 2.431398785645122 0.9676188 6.057621 1.953327 1126717222
58.41091 50.04557 2091.019 0.2734124 5.786276632771234 5.687498 4.212183 0.9462752 1126719220
52.93557 24.51527 1283.724 -0.9592246 1.2372438783361375 4.04418 2.96194 2.495498 1126721227
31.33714 42.41826 2485.797 -0.296335 1.7682579459954084 0.413742 2.955318 1.586488 1126723231
14.98571 15.51185 2301.35 0.4088921 1.5523653261345842 1.444655 2.804071 1.470341 1126725233
44.40708 24.79309 1738.952 -1.089575 2.7491688582824807 1.747383 1.128359 2.992675 1126727241
22.72672 28.24944 2246.531 -0.9636394 1.519882638925317 2.052209 3.067939 1.364468 1126729235
29.64594 22.27481 2406.827 -1.057452 5.114501040731312 5.405991 4.115333 2.066452 1126731238
31.96461 35.42371 2255.996 0.4518736 1.7332701349234938 4.940063 3.39777 1.05171 1126733235
36.05816 45.5843 2296.854 1.172711 0.6473777692165257 5.037395 1.715998 1.199763 1126735233
58.18818 47.21447 2223.746 -0.5032749 2.581238325089778 4.508266 0.1265678 1.037737 1126737219
19.56081 20.19808 863.3962 0.9537407 0.6375594953290218 5.217774 5.892789 1.822304 1126739232
35.1521 35.13084 1751.375 1.097848 1.3232877874263593 1.091515 1.02799 1.429862 1126741219
31.69951 50.01331 1787.424 0.04183392 1.6316846009442614 4.046584 0.3691238 0.6835325 1126743226
31.97606 43.44609 2036.133 0.4188162 4.845028361258784 4.867197 2.837202 0.4193775 1126745235
56.52527 35.49067 2439.18 -0.6308387 5.494274955297925 1.766272 3.217628 1.752671 1126747220
27.49973 17.13338 1624.339 -0.4381879 2.2295015550928454 0.2138322 5.8366 2.003843 1126749226
9.220698 31.52364 2478.613 -0.5083961 6.258000187310728 6.210008 5.332974 1.718768 1126751225
12.87953 17.36672 1752.885 0.8348114 0.5132108638365551 2.386559 1.994445 1.23928 1126753229
57.42003 5.095127 1674.409 0.7808082 3.711485557826798 1.524582 5.231322 0.9351197 1126755237
12.61267 24.41732 1979.894 -0.4332064 1.3326160397712172 0.9984569 5.184971 3.067959 1126757223
60.14967 20.73308 1130.004 0.350094 2.878515608915457 2.777318 5.345688 0.8310637 1126759218
35.62097 44.43681 2360.385 -0.1108268 6.257642490931659 2.160939 1.391411 1.458303 1126761230
34.67815 47.41327 2145.101 -0.09845359 5.831320878075765 2.113469 3.494207 0.7502681 1126763239
55.56647 48.36033 1545.865 0.4759028 3.0920193745416853 1.920478 5.258534 0.4223956 1126765234
33.05252 30.6134 2266.478 0.8403538 5.9748052919033015 6.121145 6.086979 1.766178 1126767217
23.67731 4.993466 1597.424 0.5043455 0.272249804548899 1.415323 2.270527 2.236752 1126769237
11.494 27.02167 1756.962 0.07020433 1.7037003341258767 6.144096 0.2823161 0.9546574 1126771235
23.15164 31.459 1946.495 0.4589448 3.70982786957871 3.695406 4.473498 1.247028 1126773230
39.20473 19.36322 876.136 -0.8929132 6.227586102673065 0.4952398 4.272195 2.89508 1126775234
64.80254 38.78805 2460.391 -0.7836788 2.754152029812083 5.18283 5.612447 1.361857 1126777237
39.44591 31.05144 2111.156 -0.7822102 0.5102133549862486 3.176881 5.481878 2.307927 1126779235
19.63511 29.16015 1497.421 0.07082099 0.8574673384627971 5.326827 0.06719512 0.8454649 1126781223
27.94158 28.63501 2119.152 -0.9138236 3.2136749674984983 4.969415 3.1783 0.8776459 1126783238
34.55785 25.0713 2125.869 0.04379194 2.1891707470069903 3.924177 2.878717 2.022068 1126785234
24.8012 38.31479 2354.185 -0.4338787 0.8461081276382032 0.3931068 0.2936306 2.066211 1126787230
22.22531 8.000387 2112.614 -0.6622834 5.750298013533445 2.43763 0.07575067 0.6270427 1126789237
62.63945 43.99571 1863.658 -0.5408945 2.2171434203057814 3.220107 2.111162 1.755146 1126791235
23.3407 22.55193 2032.95 -0.2389152 5.346807349285207 1.341457 2.876336 1.497965 1126793227
34.76855 38.07554 2290.944 0.2563466 0.7619768075146425 1.796422 5.942434 1.465016 1126795219
49.4182 3.866625 2450.119 -0.1132597 3.4468148778553385 3.479071 1.483685 2.023978 1126797241
16.31074 21.94304 2120.907 -1.24042 1.0090805052950458 0.3864749 5.843746 1.17731 1126799219
26.05714 7.322863 635.7903 0.3614597 1.9354361439090866 3.054436 4.615248 1.659441 1126801218
22.80607 18.27001 1566.401 0.8448688 2.76585866902429 2.913127 2.751763 1.956114 1126803236
23.78028 38.76727 1780.907 0.5526053 3.346427480065593 5.661593 4.846219 1.924858 1126805221
29.34873 22.72159 1750.741 -0.8083786 5.040713429335717 5.833419 4.557436 0.9259504 1126807241
17.25753 27.02876 2219.888 0.06582614 4.379983434440199 2.890937 1.274189 2.046607 1126809234
19.48585 3.871717 2340.256 -0.5416973 5.697853191363954 3.920238 4.967693 1.238521 1126811228
25.76638 5.367357 2451.08 0.3633033 1.745451877291984 2.23068 4.737156 0.6933022 1126813217
13.74776 26.72644 2492.4 0.8964153 3.7584752624109186 5.781011 5.199611 1.56921 1126815240
29.57715 26.50251 2073.537 -0.4168421 2.4313262291889117 3.99438 5.074004 1.886452 1126817234
53.40893 20.70816 1963.099 -0.157804 1.7483487945628298 1.454074 5.951907 0.4989026 1126819234
21.41142 53.19602 1935.467 -0.2335937 1.5820561654308989 1.877208 3.316614 1.242763 1126821233
49.89076 22.42108 1302.667 0.4378127 1.9542561809703187 5.690577 4.481572 1.265797 1126823233
45.65287 6.728383 2146.861 -1.092115 3.1360914925225956 4.353269 4.921332 1.111544 1126825236
22.93113 3.599138 1827.763 -1.16371 3.8327627782764324 3.68512 0.175719 1.123519 1126827235
29.26641 48.05702 2436.718 -0.7187403 2.6441761805672144 5.719681 4.067321 1.71672 1126829225
14.9341 41.86098 2391.71 0.05873349 1.5521041966767228 1.52942 3.599552 1.356073 1126831238
55.98914 3.643077 2095.579 -0.6313706 5.0267393012193295 3.403788 0.4308187 2.223386 1126833220
9.068018 44.46673 2494.302 -0.00374926 3.8136083477638607 0.1071364 2.591123 1.851989 1126835232
54.51938 43.84984 1377.593 -0.3695797 1.4996173572489937 3.301544 3.38946 1.783117 1126837223
50.57803 5.071674 1772.6 0.3069049 5.301850615783458 3.356391 2.195078 0.6150497 1126839240
37.36209 11.3508 1301.447 -0.528318 0.008952680602291707 3.296737 2.83482 2.205244 1126841239
9.372509 22.70268 1410.943 0.1597619 0.9430306802878334 5.614447 6.098733 1.656486 1126843218
61.54362 4.797373 1468.822 -0.6927831 2.343177519554942 2.946074 0.2824149 2.102654 1126845225
43.82008 17.83386 2333.081 0.2975871 5.448092054493813 1.245492 2.334631 2.348067 1126847222
11.69498 26.62055 2153.383 0.03109801 3.0852328026430627 0.7168279 0.1455505 1.938599 1126849229
29.45902 50.00159 1376.193 1.094232 4.7671951852153 5.460263 2.227974 3.0154 1126851239
63.87906 39.11081 2280.502 0.5040627 5.090537715359446 0.7858605 5.902932 1.433678 1126853240
25.13726 11.31694 1823.207 0.4457508 0.48202055480759043 6.2216 0.6333138 1.40996 1126855233
14.76428 39.77893 2362.333 0.04541217 3.247437139323651 3.679816 3.599051 2.298419 1126857241
32.07883 45.78605 2497.199 -0.4553832 0.8011831728708643 5.545845 0.9752466 1.852556 1126859238
13.13602 14.23068 2349.663 0.1032105 4.263517763907643 3.827923 2.362751 1.342656 1126861241
30.08259 3.210052 1984.02 -1.167966 2.7143537514693747 4.751484 4.940667 2.27237 1126863233
34.23814 48.59781 1467.251 0.01774941 0.8841243918923141 5.887239 4.190667 1.806985 1126865224
33.50463 7.102569 2078.45 -0.1508138 1.3865612943391028 4.648702 5.768461 1.904015 1126867221
47.23794 12.53694 1173.532 0.7131194 1.2383796594567542 0.1111573 3.64184 1.171686 1126869228
21.06611 50.66058 2346.257 -0.301411 1.2531572148970653 5.863345 4.237 1.946046 1126871228
5.264054 43.06391 1913.388 0.2540295 0.3054919748344318 4.639435 0.05810984 0.3969488 1126873222
29.77726 49.56209 1820.556 0.8945557 1.0096673395844036 1.453433 4.23904 1.978584 1126875232
36.0786 39.13887 2443.927 0.03071386 4.845519180589676 5.71806 1.714628 1.595036 1126877229
63.76934 47.15353 1524.891 0.7711403 3.5409584527715054 5.995609 2.099733 2.533239 1126879231
17.44956 38.05792 692.8857 0.271023 4.111813009110833 1.163937 3.292232 2.602442 1126881241
19.27293 42.42408 2187.138 0.5887288 3.280272957859765 1.507363 1.517717 0.04491238 1126883219
26.71474 37.49209 2392.629 0.424522 5.7508533932759605 1.396194 3.990151 1.527362 1126885230
24.15798 11.27086 2324.758 -0.004433885 3.20566182920264 0.7821531 1.550477 1.669622 1126887238
55.77663 20.96472 2286.474 1.125125 4.875323662728974 4.993238 2.130008 1.421565 1126889236
6.793834 24.52435 2219.328 -0.2403957 5.343592165319919 0.7569921 0.02476465 2.894527 1126891233
35.97183 50.06707 2131.351 0.6678911 0.09298768513937006 0.2758204 5.324857 1.999667 1126893227
17.58135 43.25318 1808.067 0.1022978 4.607908225143532 3.744134 0.3282062 1.633229 1126895227
12.51608 45.50729 1992.837 -0.5355318 2.9795437765667074 5.74333 3.083076 1.487913 1126897222
36.20887 38.79694 2068.605 0.2517516 1.7906843809421034 4.184178 1.464349 0.5577506 1126899227
29.87936 9.360576 2056.66 1.052503 0.4198510223020193 3.403565 5.326626 0.898198 1126901226
12.97659 43.47403 1763.503 0.1294984 1.2563450933182239 0.5193904 5.778954 2.158179 1126903230
38.8469 36.65822 1469.067 0.2907644 1.4066931783697427 1.811212 1.66439 1.347713 1126905233
5.026351 25.96214 2320.267 -0.02169052 5.95410434388576 4.27789 3.544007 2.369329 1126907236
11.37535 8.449883 1402.259 0.2472196 5.420638406741986 2.578666 6.230282 2.505963 1126909228
53.69466 8.745792 1883.769 0.1895983 1.1294399676068778 4.50597 2.518815 1.432103 1126911235
23.70817 47.84484 2406.866 0.6424081 0.5780509221319434 3.214685 5.595311 0.9347727 1126913237
46.23825 28.48248 2325.177 0.09576132 4.022044563748487 5.607556 0.9732687 2.435413 1126915235
5.722009 17.44333 1571.768 -0.3727098 4.673588390409336 4.950438 5.363711 1.225338 1126917229
5.061242 54.1969 1578.973 -0.7620763 2.0430685302951233 4.872681 4.261338 0.1707918 1126919229
34.84633 54.99481 1751.98 1.219622 4.248892507874835 5.227865 2.795547 0.5296543 1126921220
49.13406 30.23552 2465.418 -0.3100953 4.020395709153227 0.817584 0.8159807 3.025492 1126923234
20.17549 48.75637 2076.464 1.016135 4.609277745718565 6.023777 5.537 1.871959 1126925239
59.40947 42.49116 2190.626 0.7523568 3.2940654825894953 6.249033 5.824451 1.273905 1126927219
9.403671 15.95531 2193.964 -0.8337173 0.5281311461828508 5.513219 5.321854 2.254127 1126929229
56.28981 46.74668 2371.138 -0.5923048 4.770441801078697 5.950325 2.260594 1.528361 1126931239
50.2738 51.88496 1636.327 -0.003899703 3.77202900396761 3.303681 1.711089 1.095721 1126933224
6.427128 46.95507 1912.184 0.03643842 2.3260475624799355 2.582347 3.542067 1.708512 1126935236
7.307827 43.90748 2200.736 0.1011347 5.219334712771079 6.005262 5.742183 1.233836 1126937237
5.084759 53.74263 2109.742 -0.3527193 5.595099371547541 3.636827 5.940704 1.488084 1126939222
64.79242 44.44675 2392.216 1.321336 3.9266567413967195 2.413769 4.789927 0.8379414 1126941233
64.57196 51.67881 2364.28 0.005984819 1.7427743518298584 0.4262236 5.889142 1.06378 1126943217
52.6049 34.67196 2042.397 0.8724218 4.462231422682372 2.241147 4.674061 1.32281 1126945233
22.70231 41.60683 948.9564 0.05061379 2.3175433953244564 2.936751 2.812246 1.609227 1126947237
22.19442 45.42212 1832.858 0.4370089 2.208346172332959 0.03568985 1.963764 1.318801 1126949219
45.21679 5.880807 1198.29 0.1014077 0.4425167813164421 0.4079417 1.36922 1.028125 1126951226
18.18046 23.68389 1552.307 -0.8106411 5.209644431971093 5.134884 0.4193119 1.477418 1126953224
52.96949 25.83929 1926.79 0.9417068 1.608183419632688 2.097944 3.489819 2.279091 1126955240
37.18949 45.28009 558.6498 -0.172032 0.6312306152535143 5.610363 3.638288 1.927634 1126957225
20.36977 3.902697 1692.453 -0.08413157 1.7529423577022598 0.5507575 1.486918 1.806828 1126959230
54.4903 20.05111 1856.353 -0.7719824 2.6585394950477266 1.092287 0.03473539 0.4483203 1126961239
29.59291 48.94409 1533.224 0.4558016 0.8798549789348158 4.415253 0.4381258 2.445847 1126963231
23.42131 27.03123 1472.116 0.08337653 1.8598569545963173 1.69436 4.24777 2.124205 1126965221
34.83115 25.12895 1266.096 0.3241454 3.6804275576530117 6.086286 2.721357 0.2727865 1126967238
24.98926 21.01588 1077.673 -0.7406979 3.094747976366044 3.599245 5.234483 1.404002 1126969231
25.58224 24.33824 2290.183 -0.497593 1.0895011823444634 2.67521 4.533818 1.005156 1126971232
29.55496 6.917484 2277.323 -0.1944066 3.740091907437737 4.579558 1.105364 1.714408 1126973232
17.10865 33.44093 1435.602 -0.2861188 1.0745108364930616 3.385334 4.08789 1.621181 1126975219
54.58157 37.78961 2156.145 0.09314781 3.2893870373470335 4.623334 0.2905081 2.233248 1126977227
33.47074 40.40138 2397.957 -0.6551762 2.310182246495458 5.054818 2.378646 1.439531 1126979236
34.97614 38.35419 1968.501 1.113073 5.59622378879677 1.001271 0.5336366 1.377074 1126981223
18.21474 53.30759 2180.0 -0.5607394 3.437812908140323 2.394873 4.972303 1.532288 1126983236
17.40449 35.6566 1980.677 -0.8026264 1.3239383631293435 1.935297 1.022603 2.582262 1126985234
20.94386 49.506 1912.151 1.375293 3.9912747128643886 1.487349 4.43209 2.010255 1126987217
29.64108 28.20321 2421.817 0.1745354 5.949917955624834 5.736118 6.005911 0.9488797 1126989238
10.85457 45.31102 1473.637 1.110031 2.2547697766271426 1.185706 2.227694 0.7818061 1126991228
33.65874 37.60107 2019.681 -1.077806 2.2728487525595824 2.796728 0.2733508 1.816234 1126993230
61.30299 49.63143 1185.777 -0.07044227 5.559137310944344 0.5633841 2.17545 0.5559458 1126995220
23.77099 37.23147 2337.151 -1.235541 2.8191490307648905 1.69723 1.235292 2.899982 1126997234
38.25208 5.488702 1702.445 0.07767128 5.1051199047457985 4.935162 5.969743 1.114648 1126999234
22.2175 34.86354 1777.913 1.14177 4.227051580397017 0.2232018 0.1271532 2.426773 1127001239
59.02744 23.84204 1124.342 0.0999978 5.8744695828888425 4.068945 1.051504 1.707527 1127003221
64.20561 27.83608 897.4958 -1.256992 3.398760078256089 0.8922032 1.698723 1.31086 1127005228
34.6068 24.79212 1744.851 -0.8125491 1.9484048191074521 3.366831 0.129156 1.55682 1127007234
61.01245 11.69247 2269.844 1.085963 0.5515763023572049 5.283219 4.965996 0.4650156 1127009220
63.23517 37.47098 2338.172 -0.05417875 2.1377157895325922 1.093365 2.200001 2.021689 1127011229
45.2252 16.37929 1444.167 0.7701342 5.2982362128236105 4.355341 1.075163 1.558812 1127013226
5.121611 44.38861 1268.787 1.225647 5.951258691459508 4.276858 3.565769 1.648375 1127015237
62.41344 11.67139 2392.295 -0.1337391 5.856666972433878 3.20313 1.359585 2.113766 1127017240
50.86635 39.10086 1439.282 0.3601134 1.8879975847953006 0.4770497 0.6854064 1.197233 1127019223
63.26164 40.86438 2314.87 0.6761 2.1432267529739306 2.968173 1.276373 2.61206 1127021225
26.03192 24.30704 2128.559 -0.4515839 5.779881028516172 4.41216 6.252068 1.928227 1127023228
42.06392 25.34018 2089.588 -0.06076606 1.9845922655944719 3.939555 5.321783 2.072812 1127025227
40.8083 50.20619 1999.263 0.9358795 3.284866390487366 2.104886 5.46817 1.7606 1127027241
20.62852 35.39064 1967.875 0.2771133 0.3880096076604218 3.733671 0.3525268 0.3555993 1127029218
23.80484 8.754103 2089.644 0.09939674 0.10527692840347669 3.918097 0.08747341 1.287256 1127031238
28.52604 11.55671 2193.926 0.8625017 0.03228874202265075 3.988182 6.245 2.077926 1127033222
56.42881 22.50735 1730.329 -0.4338525 5.504157451519347 3.362003 5.252698 0.5321683 1127035232
33.83313 22.61447 1841.996 0.009473585 5.877002843378648 3.221923 1.998299 2.108161 1127037219
36.91525 13.31113 2182.512 1.30923 4.9578486613312975 4.828238 5.898515 1.391021 1127039240
12.12927 20.9696 1641.265 -0.8458943 0.6447580094283367 5.910385 3.53032 2.74089 1127041234
40.45754 16.81536 2205.238 -0.7886523 0.35849978601996924 2.914794 1.9422 2.578965 1127043241
31.99856 49.79539 1643.72 0.3590751 6.076397152660718 3.527672 1.564639 2.380924 1127045217
63.64503 44.08146 2176.625 0.1256245 1.7104674746219075 2.366711 4.652974 1.73928 1127047238
53.90341 44.8686 2128.737 -0.5370948 5.749531241788134 1.37394 2.339162 1.320464 1127049224
57.42537 39.33078 1248.444 0.1417594 5.452088064804627 1.679671 4.668119 0.3949236 1127051218
24.84394 52.35078 2361.248 0.3762423 2.1863862945314736 3.317691 5.75714 0.2724301 1127053236
28.56451 14.24518 1406.377 0.8717791 5.439489795345651 2.590874 1.146456 2.262153 1127055218
14.26773 11.0305 2074.322 -0.7787741 5.624485879713973 1.056839 3.564514 1.624759 1127057233
54.37625 8.685049 2166.231 -0.07458901 4.644603601758206 4.231341 5.008212 0.8733352 1127059241
49.3536 47.08165 2479.253 0.2118634 2.136121835505186 2.974765 0.2082063 1.78927 1127061240
52.09126 35.76545 2239.187 -0.2848755 0.2506746859764135 5.384624 5.478446 0.4643628 1127063230
37.82459 5.321429 1777.791 -1.164587 4.18991548186699 2.442169 5.142484 2.465405 1127065229
9.144063 31.06811 1879.531 -0.8357889 2.695255695584059 4.500309 4.490107 0.5140219 1127067224
55.04983 50.10086 2268.872 -0.873042 3.308001975601144 4.014598 5.74291 0.9524126 1127069229
53.64532 28.82145 2214.923 -0.6920977 0.7921189432274005 2.293636 2.745809 2.202818 1127071218
61.93563 30.68643 1942.55 -1.046138 1.754965155854883 0.2021501 6.052224 0.729933 1127073220
9.625233 12.53815 1698.344 0.3796527 3.224593277616954 5.603129 4.169755 1.81749 1127075233
19.74164 43.35447 2033.317 -0.9344974 1.3928201972923162 1.244326 5.573422 0.9540824 1127077241
29.59546 22.75653 2347.074 -0.0480537 2.8298032165077203 4.656126 3.052653 1.362966 1127079230
33.23875 35.99107 1524.608 0.1888382 5.519006679387019 4.614843 3.571936 1.356238 1127081233
44.40337 48.36912 1903.903 -0.6688271 0.6146432891584155 3.562805 0.2928827 1.713655 1127083238
62.4776 13.68467 2283.933 0.8331969 5.203232354251156 4.471273 5.836319 1.491761 1127085235
26.96445 27.30377 904.3514 -1.188179 3.0328812902627433 3.412532 3.20868 0.8314489 1127087236
52.72071 42.17126 1855.422 -0.6476892 0.12082180350640925 5.607068 6.14234 0.7756239 1127089231
41.561 31.32726 1906.428 0.5122067 5.558447223170731 2.571952 4.389771 1.32018 1127091236
64.17743 43.0201 2276.375 -0.7891896 3.5609119114271053 6.216928 2.143162 0.8190523 1127093223
21.32768 17.27035 1523.959 0.2567098 1.9955945922739957 5.19965 2.662432 1.881429 1127095221
25.89079 42.66448 1845.848 0.04710497 2.4760688990828967 5.057438 3.847031 2.911096 1127097219
37.30889 43.1889 2018.181 -0.3828554 1.8758500596924605 5.510821 3.06459 1.589111 1127099221
40.94749 3.89922 1970.927 -0.6936423 4.0117907544956 2.983806 4.597812 1.14592 1127101217
54.30452 3.837857 1460.014 -1.116044 0.9614625198629838 3.538078 0.649138 0.7698142 1127103237
62.77484 44.00997 2469.365 0.6087288 4.699130671466413 1.682788 3.193981 1.860427 1127105227
45.42168 9.678343 1885.609 -0.3818547 1.8716849293306623 5.247009 2.949522 1.098902 1127107227
54.80218 20.64578 2201.5 -1.506891 3.2111932854497027 3.706692 0.06169972 1.22328 1127109239
20.17938 30.00966 2315.607 0.4528626 1.7015241716618803 0.3113064 0.1827436 1.675412 1127111220
39.66684 42.43573 2382.376 0.274247 2.3852733617860977 0.8176252 2.490784 2.747321 1127113234
36.62382 19.4263 1968.358 -0.2027441 2.78668639278127 2.381504 1.727497 2.292246 1127115239
51.4156 18.59296 2394.557 0.662042 4.182707558753613 0.01589936 0.5003984 1.796511 1127117238
59.83057 18.64605 1795.461 -0.2168798 2.4895416819819403 1.8117 0.5862554 1.607569 1127119217
54.53078 44.11304 2159.068 -0.2642744 1.7986730426384057 0.8941175 0.252753 1.957914 1127121228
19.78186 23.37785 2007.037 -0.6764161 4.587582172989791 1.637796 0.1668262 1.476136 1127123230
63.9874 35.89387 1465.229 -0.9682594 5.2681938216739255 2.015975 0.9300128 0.5933672 1127125229
51.50277 25.19007 1766.143 0.3849846 2.3414947743187113 5.241813 4.228741 2.082205 1127127219
20.96398 45.83036 2196.343 0.100007 5.904270476126989 1.316599 1.700174 1.494025 1127129237
58.40268 13.64399 2403.292 0.317145 6.239451012607027 0.9466106 2.211443 1.486844 1127131223
7.768022 51.77677 2366.545 0.8756101 5.7625119361074795 3.23309 4.153255 1.383506 1127133240
10.13048 23.34838 1764.162 0.628578 2.8111467274758652 2.54052 4.615848 1.352836 1127135236
9.936411 31.41091 2292.327 1.094892 2.3901336777527504 0.3058017 2.265525 1.462469 1127137241
53.77997 7.85876 2152.045 0.08129907 5.707208651922123 5.574215 1.953483 0.8297066 1127139232
64.64592 36.49982 1229.752 0.2826296 0.3369237032974439 5.369751 2.559341 0.9407051 1127141221
54.00413 38.29768 2016.558 0.056105 2.8478685170740974 4.443182 2.134815 1.571604 1127143234
36.18645 39.37725 1684.203 -0.7822959 2.450277400788913 1.055305 2.080811 2.14057 1127145230
54.74873 25.26749 2129.491 1.011473 2.409863440284326 3.034093 3.366682 0.4607974 1127147232
15.74824 27.26154 2020.606 -0.4039899 4.2923841479243166 1.339304 4.318938 1.350809 1127149233
59.14606 12.20773 1172.637 -0.9513149 1.0216009655204203 5.690682 0.2885479 0.9215856 1127151238
9.471452 21.46408 2324.133 0.3829698 5.381126992393696 5.288273 4.776327 2.297915 1127153230
44.41811 47.47875 2019.788 -0.6702863 0.46325773634534073 0.884863 5.116549 2.190046 1127155233
